,ERed
4136,1.37
4137,1.33
4138,1.1
4139,1.52
4140,1.65
4141,1.53
4142,1.4
4143,1.38
4144,1.66
4145,1.63
4146,1.36
4147,1.25
4148,1.18
4149,1.47
4150,1.6
4151,1.57
4152,1.15
4153,1.1
4154,1.49
4155,1.63
4156,1.4
4157,1.36
4158,1.42
4159,1.37
4160,1.03
4161,1.21
4162,1.32
4163,1.42
4164,1.14
4165,1.44
4166,1.34
4167,1.23
4168,1.35
4169,1.29
4170,1.41
4171,1.49
4172,1.16
4173,1.49
4174,1.29
4175,1.51
4176,1.51
4177,1.08
4178,1.13
4179,1.49
4180,1.05
4181,1.65
4182,1.3
4183,1.43
4184,1.45
4185,1.39
4186,1.7
4187,1.28
4188,1.37
4189,1.34
4190,1.43
4191,1.3
4192,1.3
4193,1.28
4194,1.52
4195,1.27
4196,1.38
4197,1.21
4198,1.38
4199,1.46
4200,1.17
4201,1.19
4202,1.43
4203,1.4
4204,1.71
4205,1.64
4206,1.29
4207,1.43
4208,1.21
4209,1.33
4210,1.47
4211,1.62
4212,1.33
4213,1.49
4214,1.54
4215,1.42
4216,1.16
4217,1.4
4218,1.5
4219,1.07
4220,1.09
4221,1.5
4222,1.07
4223,1.17
4224,1.37
4225,1.13
4226,1.27
4227,1.54
4228,1.47
4229,1.5
4230,1.51
4231,1.11
4232,1.32
4233,1.42
4234,1.4
4235,1.59
4236,1.17
4237,1.24
4238,1.39
4239,1.19
4240,1.17
4241,1.37
4242,1.6
4243,1.18
4244,1.11
4245,1.39
4246,1.47
4247,1.02
4248,1.45
4249,1.11
4250,1.59
4251,1.44
4252,1.54
4253,1.18
4254,1.51
4255,1.77
4256,1.41
4257,1.19
4258,1.38
4259,1.44
4260,1.52
4261,1.45
4262,1.22
4263,1.31
4264,1.6
4265,1.2
4266,1.15
4267,1.42
4268,1.45
4269,1.41
4270,1.15
4271,1.15
4272,1.25
4273,1.25
4274,1.61
4275,1.5
4276,1.07
4277,1.33
4278,1.41
4279,1.15
4280,1.44
4281,1.17
4282,1.13
4283,1.35
4284,1.42
4285,1.48
4286,1.23
4287,1.26
4288,1.06
4289,1.61
4290,1.42
4291,1.32
4292,1.32
4293,1.48
4294,1.1
4295,1.06
4296,1.49
4297,1.55
4298,1.38
4299,1.2
4300,1.05
4301,1.44
4302,1.42
4303,1.23
4304,1.54
4305,1.48
4306,1.19
4307,1.47
4308,1.67
4309,0.97
4310,1.3
4311,1.56
4312,1.43
4313,1.42
4314,1.26
4315,1.53
4316,1.42
4317,1.13
4318,1.28
4319,0.97
4320,1.03
4321,1.15
4322,1.54
4323,1.28
4324,1.4
4325,1.51
4326,1.54
4327,1.16
4328,1.23
4329,1.09
4330,1.25
4331,1.53
4332,1.63
4333,1.51
4334,1.39
4335,1.09
4336,1.46
4337,1.27
4338,1.44
4339,1.47
4340,1.15
4341,1.35
4342,1.37
4343,1.31
4344,1.2
4345,1.08
4346,1.17
4347,1.52
4348,1.11
4349,1.49
4350,1.56
4351,1.56
4352,1.76
