SMILES,ERed,MolWT,NValE,MolLogP
CCc1c2c(cc3nsnc13)N(C)CCN2C,1.29,248.11,90,2.14
CCOc1c2c(cc3nsnc13)N(C(C)C)CCN2C(C)C,1.21,320.17,120,3.53
CCCCOc1c2c(cc3nsnc13)N(CC)CCN2CC,1.28,320.17,120,3.54
CCCN(C)CCN1CCN(CC)c2cc3nsnc3cc21,1.2,319.18,120,2.68
CC(C)C(=O)Oc1c2c(cc3nsnc13)N(C)CCN2C,1.3,306.12,112,2.14
COCCN1CCN(C)c2cc3nsnc3c(CC(C)C)c21,1.11,320.17,120,2.79
CCCOCCc1c2c(cc3nsnc13)N(C)CCN2CC,1.33,320.17,120,2.94
CCCOc1c2c(cc3nsnc13)N(C)CCN2C(C)CC,1.27,320.17,120,3.53
CCCc1c2c(c(C)c3nsnc13)N(C)CCN2CC(C)C,1.31,318.19,120,3.86
CCCN1CCN(CCC)c2c1c(C)c1nsnc1c2OC,1.35,320.17,120,3.45
CCCc1c2c(c(C)c3nsnc13)N(C(C)CC)CCN2C,1.02,318.19,120,4.01
CCCN1CCN(CCC)c2c1cc1nsnc1c2OCC,1.31,320.17,120,3.54
CCN1CCN(C(C)C)c2cc3nsnc3c(N(C)C)c21,1.17,305.17,114,2.81
CCCCc1c2c(cc3nsnc13)N(CCC)CCN2C,1.28,304.17,114,3.7
CCC(C)N1CCN(C(C)C)c2c1cc1nsnc1c2OC,1.5,320.17,120,3.53
CC(=O)Oc1c2c(c(C)c3nsnc13)N(C)CCN2C,1.41,292.1,106,1.81
CCCN1CCN(C)c2c1cc1nsnc1c2OCC,1.13,292.14,108,2.76
CCCOCCN1CCN(C)c2cc3nsnc3c(C)c21,1.3,306.15,114,2.68
CCN1CCN(CCOC)c2c1c(C)c1nsnc1c2C,1.3,306.15,114,2.6
CCc1c2c(cc3nsnc13)N(C(C)C)CCN2C(C)C,1.35,304.17,114,3.7
Cc1c2c(c(OC(C)C)c3nsnc13)N(C(C)C)CCN2C,1.03,320.17,120,3.45
CC(C)Cc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,1.21,318.19,120,3.8
CCN1CCN(CC(C)C)c2c1c(OC)c1nsnc1c2C,1.33,320.17,120,3.31
CCC(C)c1c2c(cc3nsnc13)N(C)CCN2CCOC,1.39,320.17,120,3.11
CCCCOc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.17,320.17,120,3.53
CCCCc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.26,304.17,114,3.7
CCc1c2c(c(OC)c3nsnc13)N(CC(C)C)CCN2C,1.39,320.17,120,3.17
CCC(C)Oc1c2c(cc3nsnc13)N(CC)CCN2C,1.27,306.15,114,3.14
CCc1c2c(c(C)c3nsnc13)N(C)CCN2C(C)C,1.28,290.16,108,3.23
CCN1CCN(C)c2cc3nsnc3cc21,1.16,234.09,84,1.97
CC(C)OCCc1c2c(cc3nsnc13)N(C)CCN2C,1.5,306.15,114,2.54
Cc1c2c(c(C)c3nsnc13)N(C(C)C)CCN2C(C)C,1.31,304.17,114,3.75
CCCN1CCN(C)c2cc3nsnc3c(OC)c21,1.28,278.12,102,2.37
CCCN1CCN(CC)c2c1c(C)c1nsnc1c2CC,1.41,304.17,114,3.62
CCCN(CCC)c1c2c(cc3nsnc13)N(C)CCN2C,1.32,319.18,120,3.2
CC(C)CN1CCN(C)c2c1cc1nsnc1c2OC(C)C,1.12,320.17,120,3.39
CCCC(=O)Oc1c2c(cc3nsnc13)N(C)CCN2C,1.46,306.12,112,2.28
CCN1CCN(C)c2c1c(C)c1nsnc1c2/[N+](C)=C(\C)[O-],1.49,319.15,118,1.33
CCN1CCN(C)c2c1c(C(C)C)c1nsnc1c2C(C)C,1.27,318.19,120,4.21
CCN1CCN(CC(C)C)c2cc3nsnc3cc21,1.23,276.14,102,2.99
CCCCc1c2c(c(C)c3nsnc13)N(C)CCN2C(C)C,1.2,318.19,120,4.01
CCCN(C)c1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.41,321.16,120,2.43
CCN(C)c1c2c(cc3nsnc13)N(CCOC)CCN2C,1.1,321.16,120,2.05
CCc1c2c(c(CC)c3nsnc13)N(CC)CCN2CC,1.25,304.17,114,3.48
CCCN1CCN(C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.5,305.13,112,-0.15
CCCN1CCN(C(C)CC)c2cc3nsnc3c(C)c21,1.32,304.17,114,3.83
CCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(C)CCN2CC,1.55,319.15,118,0.02
CCC(C)N1CCN(C)c2cc3nsnc3c(OC)c21,1.15,292.14,108,2.75
CCC(C)c1c2c(c(C)c3nsnc13)N(C)CCN2C(C)C,1.32,318.19,120,4.18
CCCN1CCN(C)c2c1c(OCC)c1nsnc1c2CC,1.49,320.17,120,3.32
CCN1CCN(C)c2cc3nsnc3c(N(C)CCOC)c21,1.23,321.16,120,2.05
CN(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.25,263.12,96,1.64
CCCCOCCN1CCN(C)c2cc3nsnc3c(C)c21,1.15,320.17,120,3.07
CCOc1c2c(c(C(C)CC)c3nsnc13)N(C)CCN2C,1.45,320.17,120,3.49
CCc1c2c(c(C)c3nsnc13)N(CC)CCN2C(C)CC,1.24,318.19,120,4.01
CCN1CCN(CCN(C)C)c2c1cc1nsnc1c2C,1.24,305.17,114,2.21
CCc1c2c(c(OC)c3nsnc13)N(CC)CCN2C,1.34,292.14,108,2.54
CCCN(C)c1c2c(cc3nsnc13)N(C)CCN2CC,1.1,305.17,114,2.81
Cc1c2c(c(OCC(C)C)c3nsnc13)N(C)CCN2C,1.44,306.15,114,2.92
CCCN1CCN(C(C)CC)c2cc3nsnc3c(OC)c21,1.35,320.17,120,3.53
CCCc1c2c(cc3nsnc13)N(C(C)CC)CCN2CC,1.18,318.19,120,4.09
CCC(C)Oc1c2c(cc3nsnc13)N(C)CCN2C,1.32,292.14,108,2.75
CC(C)COc1c2c(cc3nsnc13)N(C)CCN2C,1.34,292.14,108,2.61
CCc1c2c(c(C)c3nsnc13)N(CC)CCN2CC,1.32,290.16,108,3.23
CCOc1c2c(c(C)c3nsnc13)N(CC)CCN2C(C)C,1.32,320.17,120,3.45
CCC(C)c1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.35,304.17,114,3.87
CCN1CCN(CC(C)C)c2c1c(C)c1nsnc1c2OC,1.3,320.17,120,3.31
CCN1CCN(C(C)C)c2cc3nsnc3cc21,1.06,262.13,96,2.75
CCCOc1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.47,308.13,114,2.37
CCOc1c2c(c(OC)c3nsnc13)N(C)CCN2CC,1.28,308.13,114,2.37
CCCCc1c2c(cc3nsnc13)N(C(C)CC)CCN2C,1.0,318.19,120,4.09
CCCCOc1c2c(c(C)c3nsnc13)N(C)CCN2CC,1.42,320.17,120,3.45
CCCN1CCN(CC)c2cc3nsnc3c(CC)c21,1.29,290.16,108,3.31
CCCN1CCN(CCOC)c2c1cc1nsnc1c2C,1.25,306.15,114,2.68
CCCOCCc1c2c(cc3nsnc13)N(CC)CCN2C,1.37,320.17,120,2.94
CCCOc1c2c(c(C)c3nsnc13)N(C)CCN2CC,1.32,306.15,114,3.06
CCN1CCN(C(C)C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.3,319.15,118,0.24
CCC(C)N1CCN(CC)c2c1c(C)c1nsnc1c2OC,1.32,320.17,120,3.45
CCC(C)c1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.17,306.15,114,3.1
CCOc1c2c(c(CC)c3nsnc13)N(C(C)C)CCN2C,1.32,320.17,120,3.32
CCCN1CCN(C)c2c1cc1nsnc1c2/[NH+]=C(/[O-])CC,1.46,319.15,118,0.24
CCCN1CCN(C)c2c1c(C)c1nsnc1c2C,1.44,276.14,102,2.97
COCCN1CCN(C)c2c1cc1nsnc1c2N(C)C,1.26,307.15,114,1.66
COCCc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,1.3,320.17,120,2.79
CCCCc1c2c(cc3nsnc13)N(CC)CCN2CCC,1.1,318.19,120,4.09
CCN1CCN(C)c2c1c(C)c1nsnc1c2CC(C)C,1.22,304.17,114,3.47
CCOc1c2c(cc3nsnc13)N(CCOC)CCN2C,1.35,308.13,114,1.99
CCN1CCN(C)c2cc3nsnc3c(/[N+](C)=C(\C)[O-])c21,1.39,305.13,112,1.02
CCCN1CCN(CC)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.35,319.15,118,0.24
CCCN(CC)c1c2c(cc3nsnc13)N(C)CCN2CC,1.21,319.18,120,3.2
COc1c2c(cc3nsnc13)N(C(C)C)CCN2C(C)C,1.16,306.15,114,3.14
C/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C)CCN2C,1.51,291.12,106,-0.62
CCCN1CCN(C)c2cc3nsnc3c(CCOC)c21,1.2,306.15,114,2.55
CC(C)COc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.28,320.17,120,3.39
CCc1c2c(c(OCC(C)C)c3nsnc13)N(C)CCN2C,1.42,320.17,120,3.17
CCCN1CCN(C)c2c1c(/[NH+]=C(\C)[O-])c1nsnc1c2C,1.44,319.15,118,0.16
CCCCc1c2c(c(CCC)c3nsnc13)N(C)CCN2C,1.34,318.19,120,3.87
CCOc1c2c(cc3nsnc13)N(C)CCN2CCOC,1.34,308.13,114,1.99
CCCN1CCN(CC)c2cc3nsnc3c(CC(C)C)c21,1.18,318.19,120,3.95
CCCc1c2c(c(N(C)C)c3nsnc13)N(C)CCN2C,1.39,305.17,114,2.6
CC(C)N1CCN(CCN(C)C)c2cc3nsnc3cc21,1.18,305.17,114,2.29
CCCN1CCN(C)c2c1cc1nsnc1c2CC,1.21,276.14,102,2.92
Cc1c2c(c(CC(C)C)c3nsnc13)N(C)CCN2C(C)C,1.32,318.19,120,3.86
CCCc1c2c(c(OC)c3nsnc13)N(C(C)C)CCN2C,1.22,320.17,120,3.32
CCN1CCN(C)c2c1c(OC)c1nsnc1c2N(C)C,1.31,307.15,114,2.04
CCN(CC)CCN1CCN(C)c2cc3nsnc3cc21,1.17,305.17,114,2.29
CCCN1CCN(C)c2c1c(OC)c1nsnc1c2C(C)C,1.24,320.17,120,3.49
CCCc1c2c(cc3nsnc13)N(C(C)C)CCN2CCC,1.14,318.19,120,4.09
CCCN1CCN(CC)c2cc3nsnc3cc21,1.23,262.13,96,2.75
Cc1c2c(c(OC(C)C)c3nsnc13)N(C)CCN2C(C)C,1.3,320.17,120,3.45
Cc1c2c(cc3nsnc13)N(C(C)C)CCN2C(C)C,1.3,290.16,108,3.44
CCCN1CCN(C)c2cc3nsnc3c(CCOCC)c21,1.4,320.17,120,2.94
C/C([O-])=[NH+]\c1c2c(c(C(C)C)c3nsnc13)N(C)CCN2C,1.55,319.15,118,0.19
CCCOc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.3,306.15,114,3.14
CCCN1CCN(CCC)c2c1cc1nsnc1c2CC,1.23,304.17,114,3.7
CCc1c2c(c(C(C)C)c3nsnc13)N(C)CCN2C,1.36,290.16,108,3.26
CCc1c2c(cc3nsnc13)N(CC)CCN2CCOC,1.1,306.15,114,2.55
CC(C)COCCN1CCN(C)c2cc3nsnc3cc21,1.16,306.15,114,2.62
CC/C([O-])=[N+](/CC)c1c2c(cc3nsnc13)N(C)CCN2C,1.52,319.15,118,1.41
CC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C,1.61,305.13,112,-0.3
CCN1CCN(CC)c2c1cc1nsnc1c2N(C)C(C)C,1.26,319.18,120,3.2
CCC(C)N1CCN(CC)c2c1cc1nsnc1c2C,1.18,290.16,108,3.44
CCCN1CCN(CC(C)C)c2cc3nsnc3cc21,1.06,290.16,108,3.38
CCN1CCN(CCN(C)C)c2c1cc1nsnc1c2OC,1.11,321.16,120,1.91
CCOc1c2c(c(C)c3nsnc13)N(C)CCN2CC,1.34,292.14,108,2.67
CCC(C)c1c2c(c(C)c3nsnc13)N(C(C)C)CCN2C,1.39,318.19,120,4.18
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2CC,1.42,305.13,112,-0.15
CCCc1c2c(cc3nsnc13)N(C)CCN2CCOCC,1.32,320.17,120,2.94
COc1c2c(cc3nsnc13)N(C)CCN2C,1.36,250.09,90,1.59
CCCOc1c2c(cc3nsnc13)N(CC(C)C)CCN2C,1.15,320.17,120,3.39
CCCN1CCN(C)c2cc3nsnc3c(/[N+](C)=C(\C)[O-])c21,1.38,319.15,118,1.41
CC(C)Oc1c2c(c(C(C)C)c3nsnc13)N(C)CCN2C,1.57,320.17,120,3.49
CCC(C)Oc1c2c(c(C)c3nsnc13)N(C)CCN2CC,1.45,320.17,120,3.45
CCC(C)N1CCN(C)c2c1c(OC)c1nsnc1c2C,1.29,306.15,114,3.06
CCOc1c2c(cc3nsnc13)N(C(C)CC)CCN2CC,1.2,320.17,120,3.53
Cc1c2c(cc3nsnc13)N(CC(C)C)CCN2C(C)C,1.14,304.17,114,3.69
CCOCCN(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.24,321.16,120,2.05
CCC(C)N1CCN(CCOC)c2c1cc1nsnc1c2C,1.32,320.17,120,3.07
CCC(C)c1c2c(cc3nsnc13)N(C(C)C)CCN2CC,1.17,318.19,120,4.26
CCc1c2c(c(/[N+](C)=C(\C)[O-])c3nsnc13)N(C)CCN2C,1.54,319.15,118,1.19
CCN1CCN(C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.42,291.12,106,-0.54
CC(C)c1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.32,290.16,108,3.48
CC(C)Cc1c2c(c(C(C)C)c3nsnc13)N(C)CCN2C,1.15,318.19,120,3.9
CC(C)N1CCN(C)c2c1cc1nsnc1c2CCN(C)C,1.49,319.18,120,2.46
C/C([O-])=[N+](/C)c1c2c(c(C)c3nsnc13)N(C)CCN2C,1.5,305.13,112,0.94
CC(C)CN1CCN(C)c2cc3nsnc3c(OC(C)C)c21,0.95,320.17,120,3.39
CC(C)CN1CCN(CCN(C)C)c2cc3nsnc3cc21,1.06,319.18,120,2.54
CCCN1CCN(C)c2c1c(CC)c1nsnc1c2OC,1.44,306.15,114,2.93
CCc1c2c(c(C)c3nsnc13)N(C)CCN2C,1.37,262.13,96,2.45
CCN(C)c1c2c(cc3nsnc13)N(C)CCN2CC(C)C,1.0,319.18,120,3.06
CCN1CCN(CC)c2c1cc1nsnc1c2N(C)C,1.19,291.15,108,2.42
CCC(C)N(C)c1c2c(cc3nsnc13)N(CC)CCN2C,1.28,319.18,120,3.2
CC(=O)Oc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.43,306.12,112,2.28
CCC(C)N1CCN(C)c2c1cc1nsnc1c2CC(C)C,1.28,318.19,120,3.94
CCCOc1c2c(c(C)c3nsnc13)N(C(C)C)CCN2C,1.31,320.17,120,3.45
CCc1c2c(c(C(C)C)c3nsnc13)N(CC)CCN2C,1.22,304.17,114,3.65
CCC(C)OCCc1c2c(cc3nsnc13)N(C)CCN2C,1.37,320.17,120,2.93
CCOc1c2c(c(C(C)C)c3nsnc13)N(C)CCN2C,1.51,306.15,114,3.1
CCN1CCN(C)c2c1c(C)c1nsnc1c2C(C)C,1.36,290.16,108,3.4
CCCN1CCN(CCOC)c2cc3nsnc3c(C)c21,1.23,306.15,114,2.68
CCCCOc1c2c(cc3nsnc13)N(CC)CCN2C,1.27,306.15,114,3.15
CCOc1c2c(c(N(C)CC)c3nsnc13)N(C)CCN2C,1.36,321.16,120,2.43
Cc1c2c(c(C)c3nsnc13)N(C(C)C)CCN2C,1.29,276.14,102,2.97
CCc1c2c(cc3nsnc13)N(C)CCN2CCOC,1.37,292.14,108,2.16
C/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.5,319.15,118,1.41
CCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(C)CCN2C,1.5,305.13,112,-0.37
CCCN1CCN(C)c2c1cc1nsnc1c2C(C)C,1.21,290.16,108,3.48
CCCN1CCN(CC)c2cc3nsnc3c(C(C)C)c21,1.31,304.17,114,3.87
CC(C)CN(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.18,305.17,114,2.67
CCCN1CCN(CC)c2c1c(C)c1nsnc1c2OCC,1.27,320.17,120,3.45
CCOCCN1CCN(C(C)C)c2c1cc1nsnc1c2C,1.28,320.17,120,3.07
CCOCCN1CCN(CC)c2cc3nsnc3cc21,1.12,292.14,108,2.37
CCN1CCN(C)c2cc3nsnc3c(OC(C)=O)c21,1.4,292.1,106,1.89
CCCCc1c2c(cc3nsnc13)N(C(C)C)CCN2CC,1.34,318.19,120,4.09
CCC(C)Oc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.25,320.17,120,3.53
COc1c2c(c(C)c3nsnc13)N(C)CCN2C,1.37,264.1,96,1.89
CCC(C)N1CCN(C(C)C)c2c1cc1nsnc1c2C,1.12,304.17,114,3.83
CCCN(C)c1c2c(cc3nsnc13)N(CCC)CCN2C,1.29,319.18,120,3.2
CCN(C)CCN1CCN(C)c2c1cc1nsnc1c2C,1.28,305.17,114,2.21
CCCOc1c2c(c(C)c3nsnc13)N(C)CCN2CCC,1.36,320.17,120,3.45
CCCc1c2c(c(OCC)c3nsnc13)N(C)CCN2C,1.42,306.15,114,2.93
COCCN1CCN(C)c2c1c(C)c1nsnc1c2C,1.32,292.14,108,2.21
CC(C)N1CCN(C)c2cc3nsnc3c(N(C)C)c21,1.21,291.15,108,2.42
CCN1CCN(C)c2c1cc1nsnc1c2N(CC)CC,1.11,305.17,114,2.81
Cc1c2c(c(CC(C)C)c3nsnc13)N(C(C)C)CCN2C,1.4,318.19,120,3.86
CCC(C)Oc1c2c(cc3nsnc13)N(CC)CCN2CC,1.18,320.17,120,3.53
CCCOc1c2c(cc3nsnc13)N(C(C)CC)CCN2C,1.15,320.17,120,3.53
CCN1CCN(C)c2cc3nsnc3c(N(CC)CC)c21,1.15,305.17,114,2.81
CCCN1CCN(C)c2cc3nsnc3c(C(C)CC)c21,1.06,304.17,114,3.87
CC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)N(C)CCN2C,1.46,305.13,112,1.02
CCCN1CCN(C)c2c1c(N(C)C)c1nsnc1c2C,1.35,305.17,114,2.73
CC(C)N(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.26,291.15,108,2.42
CCCN1CCN(CC)c2c1cc1nsnc1c2OCC,1.39,306.15,114,3.15
CCCCc1c2c(cc3nsnc13)N(C)CCN2CCOC,1.28,320.17,120,2.94
CCC(C)N(C)c1c2c(c(C)c3nsnc13)N(C)CCN2C,1.34,319.18,120,3.12
CCCN1CCN(CC(C)C)c2cc3nsnc3c(CC)c21,1.18,318.19,120,3.95
Cc1c2c(cc3nsnc13)N(C)CCN2CCOCC(C)C,1.35,320.17,120,2.93
CCCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(C)CCN2C,1.52,319.15,118,0.02
CCC(C)OCCN1CCN(C)c2cc3nsnc3c(C)c21,1.24,320.17,120,3.07
CCCCc1c2c(c(C(C)C)c3nsnc13)N(C)CCN2C,1.4,318.19,120,4.04
CCN1CCN(C)c2cc3nsnc3c(OC)c21,1.26,264.1,96,1.98
CCC(C)c1c2c(cc3nsnc13)N(CCOC)CCN2C,1.43,320.17,120,3.11
CCc1c2c(c(C)c3nsnc13)N(C)CCN2CC,1.36,276.14,102,2.84
CCN1CCN(C)c2c1c(C)c1nsnc1c2N(C)C,1.27,291.15,108,2.34
CCCCc1c2c(c(C)c3nsnc13)N(CC)CCN2C,1.56,304.17,114,3.62
CCOCCN1CCN(C)c2c1cc1nsnc1c2C(C)C,1.28,320.17,120,3.11
CCN1CCN(C(C)C)c2c1cc1nsnc1c2CC(C)C,1.32,318.19,120,3.94
CCCc1c2c(c(OC)c3nsnc13)N(C)CCN2CCC,1.37,320.17,120,3.32
CC(C)N(C)c1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.16,319.18,120,3.2
CCCOCCN1CCN(C)c2cc3nsnc3cc21,1.27,292.14,108,2.37
CCCN1CCN(C(C)CC)c2c1cc1nsnc1c2CC,1.22,318.19,120,4.09
CCOc1c2c(cc3nsnc13)N(C)CCN2CCN(C)C,1.27,321.16,120,1.91
CCCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C,1.63,319.15,118,0.24
CCc1c2c(c(C)c3nsnc13)N(CC(C)C)CCN2C,1.21,304.17,114,3.47
CCCN1CCN(CCOC)c2c1cc1nsnc1c2CC,1.21,320.17,120,2.94
CCN1CCN(CC)c2c1cc1nsnc1c2OC(C)=O,1.33,306.12,112,2.28
CCC(C)N1CCN(C)c2c1cc1nsnc1c2N(C)C,1.17,305.17,114,2.81
CCN1CCN(CC(C)C)c2c1c(C)c1nsnc1c2C,1.19,304.17,114,3.61
CCN(C)CCN1CCN(C)c2cc3nsnc3c(OC)c21,1.28,321.16,120,1.91
CCN(C)CCN1CCN(C)c2cc3nsnc3cc21,1.17,291.15,108,1.9
CN(C)CCOc1c2c(cc3nsnc13)N(C)CCN2C,1.31,307.15,114,1.52
CCCCOc1c2c(cc3nsnc13)N(C)CCN2CCC,1.29,320.17,120,3.54
COc1c2c(cc3nsnc13)N(CCN(C)C)CCN2C,1.29,307.15,114,1.52
CCCN1CCN(C(C)C)c2cc3nsnc3c(N(C)C)c21,1.16,319.18,120,3.2
CCC(=O)Oc1c2c(cc3nsnc13)N(C)CCN2C,1.51,292.1,106,1.89
CCN(C)CCN1CCN(C)c2cc3nsnc3c(C)c21,1.18,305.17,114,2.21
CC(C)N1CCN(C(C)C)c2cc3nsnc3cc21,1.02,276.14,102,3.13
CCCOc1c2c(cc3nsnc13)N(C)CCN2CC,1.25,292.14,108,2.76
CCCN1CCN(CC(C)C)c2c1cc1nsnc1c2CC,1.32,318.19,120,3.95
CCCOCCN1CCN(C(C)C)c2cc3nsnc3cc21,1.08,320.17,120,3.15
CCCN(C)c1c2c(cc3nsnc13)N(C)CCN2C(C)C,0.97,319.18,120,3.2
CCN(C)c1c2c(cc3nsnc13)N(C)CCN2CC,1.21,291.15,108,2.42
CCCN1CCN(C)c2c1c(CC)c1nsnc1c2CC,1.38,304.17,114,3.48
Cc1c2c(c(N(C)C)c3nsnc13)N(C(C)C)CCN2C,1.24,305.17,114,2.73
CCc1c2c(cc3nsnc13)N(C(C)CC)CCN2C,1.27,290.16,108,3.31
CC(C)N(C)c1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.13,319.18,120,3.2
CC(C)CN1CCN(CC(C)C)c2cc3nsnc3cc21,1.15,304.17,114,3.63
CC(C)Oc1c2c(c(N(C)C)c3nsnc13)N(C)CCN2C,1.23,321.16,120,2.43
CCCOc1c2c(c(C)c3nsnc13)N(CCC)CCN2C,1.37,320.17,120,3.45
CCCc1c2c(cc3nsnc13)N(C)CCN2C,1.33,262.13,96,2.53
CCN(C)c1c2c(c(OC)c3nsnc13)N(C)CCN2CC,1.38,321.16,120,2.43
CCCN1CCN(C)c2c1c(C)c1nsnc1c2C(C)C,1.24,304.17,114,3.79
CCCN1CCN(C(C)C)c2cc3nsnc3c(CC)c21,1.02,304.17,114,3.7
CN1CCN(C)c2cc3nsnc3cc21,1.17,220.08,78,1.58
CC(C)CN1CCN(C)c2cc3nsnc3c(C(C)C)c21,1.32,304.17,114,3.73
CCC(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.53,276.14,102,3.09
COCCN1CCN(CCOC)c2cc3nsnc3cc21,1.04,308.13,114,1.61
CCCN1CCN(C)c2c1cc1nsnc1c2N(CC)CC,1.18,319.18,120,3.2
CCCN1CCN(CC(C)C)c2c1cc1nsnc1c2OC,1.08,320.17,120,3.39
CCN(CC)c1c2c(cc3nsnc13)N(C)CCN2C,1.18,291.15,108,2.42
CCN(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.24,277.14,102,2.03
CCCCc1c2c(cc3nsnc13)N(CCOC)CCN2C,1.23,320.17,120,2.94
CCN(C)c1c2c(cc3nsnc13)N(C)CCN2CCOC,1.2,321.16,120,2.05
CCCc1c2c(c(OC)c3nsnc13)N(CC)CCN2CC,1.33,320.17,120,3.32
CCCCc1c2c(cc3nsnc13)N(CC)CCN2CC,1.39,304.17,114,3.7
CCOCCc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.27,320.17,120,2.93
CCCc1c2c(cc3nsnc13)N(CC)CCN2CCC,1.4,304.17,114,3.7
CCOc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.2,292.14,108,2.75
CCCOCCN1CCN(C)c2c1cc1nsnc1c2C,1.27,306.15,114,2.68
CCc1c2c(cc3nsnc13)N(CC)CCN2CC(C)C,1.01,304.17,114,3.56
CCN1CCN(C)c2c1c(C)c1nsnc1c2OC(C)C,1.4,306.15,114,3.06
CCN(C)CCc1c2c(cc3nsnc13)N(C)CCN2C,1.3,305.17,114,2.07
CCN1CCN(C)c2c1cc1nsnc1c2/[N+](CC)=C(\C)[O-],1.5,319.15,118,1.41
CCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C,1.48,305.13,112,-0.15
CCN1CCN(C)c2c1c(OC)c1nsnc1c2OC,1.27,294.12,108,1.98
CC(C)COc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.31,320.17,120,3.39
CCCN1CCN(C)c2c1c(OC)c1nsnc1c2CC,1.3,306.15,114,2.93
CCCc1c2c(cc3nsnc13)N(CCC)CCN2CC,1.18,304.17,114,3.7
CCC(=O)Oc1c2c(cc3nsnc13)N(C)CCN2CC,1.51,306.12,112,2.28
COCCN1CCN(C(C)C)c2c1cc1nsnc1c2C,1.17,306.15,114,2.68
CCCOc1c2c(c(CCC)c3nsnc13)N(C)CCN2C,1.17,320.17,120,3.32
CCCCc1c2c(c(C)c3nsnc13)N(C)CCN2CC,1.46,304.17,114,3.62
CCCN(C)c1c2c(cc3nsnc13)N(CC)CCN2C,1.23,305.17,114,2.81
COc1c2c(c(OC(C)C)c3nsnc13)N(C)CCN2C,1.3,308.13,114,2.37
COCCN(C)CCN1CCN(C)c2cc3nsnc3cc21,1.16,321.16,120,1.53
CCN1CCN(C)c2c1cc1nsnc1c2OCCOC,1.25,308.13,114,1.99
CCN1CCN(C(C)C)c2c1cc1nsnc1c2OC(C)C,1.26,320.17,120,3.53
CCCc1c2c(cc3nsnc13)N(C)CCN2CCC,1.01,290.16,108,3.31
CCN1CCN(CC)c2c1cc1nsnc1c2OCC(C)C,1.21,320.17,120,3.39
Cc1c2c(cc3nsnc13)N(C(C)C)CCN2CC(C)C,1.19,304.17,114,3.69
CCOCCc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.47,320.17,120,2.93
CCc1c2c(c(CC(C)C)c3nsnc13)N(C)CCN2C,1.5,304.17,114,3.34
CC(C)c1c2c(cc3nsnc13)N(C(C)C)CCN2C(C)C,1.21,318.19,120,4.26
CCN1CCN(C)c2c1c(OC)c1nsnc1c2CC(C)C,1.22,320.17,120,3.17
CCN(C)CCN1CCN(CC)c2cc3nsnc3c(C)c21,1.3,319.18,120,2.6
CCN1CCN(C(C)C)c2cc3nsnc3c(OC)c21,1.34,292.14,108,2.75
CCN(CC)CCc1c2c(cc3nsnc13)N(C)CCN2C,1.32,319.18,120,2.46
CCC(C)N1CCN(C)c2cc3nsnc3c(N(C)C)c21,1.15,305.17,114,2.81
CCCOc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.16,306.15,114,3.14
COc1c2c(c(C)c3nsnc13)N(C)CCN2C(C)C,1.31,292.14,108,2.67
