SMILES,ERed,MolWT,NValE,MolLogP
CCN1CCN(CCOC)c2cc3nsnc3c(C(C)C)c21,1.18,320.17,120,3.11
CCN1CCN(C)c2c1c(C)c1nsnc1c2OCC(C)C,1.33,320.17,120,3.31
CCN(C)c1c2c(cc3nsnc13)N(CC)CCN2CC,1.18,305.17,114,2.81
CCOCCN1CCN(C)c2cc3nsnc3cc21,1.17,278.12,102,1.98
CCN1CCN(C(C)C)c2c1c(OC)c1nsnc1c2C,1.39,306.15,114,3.06
CCC(C)N1CCN(C)c2cc3nsnc3c(CC(C)C)c21,1.12,318.19,120,3.94
CCN(C)c1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.2,305.17,114,2.81
CCN1CCN(CC(C)C)c2c1cc1nsnc1c2C(C)C,1.23,318.19,120,4.12
COc1c2c(c(C(C)C)c3nsnc13)N(C(C)C)CCN2C,1.26,320.17,120,3.49
CCc1c2c(cc3nsnc13)N(C)CCN2CCN(C)CC,1.22,319.18,120,2.46
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.4,319.15,118,0.24
CCC(C)N1CCN(C)c2c1c(C)c1nsnc1c2OC,1.19,306.15,114,3.06
Cc1c2c(c(C(C)C)c3nsnc13)N(CC(C)C)CCN2C,1.11,318.19,120,4.04
CCN1CCN(CCN(C)C)c2cc3nsnc3c(OC)c21,1.26,321.16,120,1.91
CCOc1c2c(cc3nsnc13)N(C)CCN2C,1.3,264.1,96,1.98
Cc1c2c(cc3nsnc13)N(CCN(C)C(C)C)CCN2C,1.34,319.18,120,2.6
CCCN1CCN(CC)c2cc3nsnc3c(OCC)c21,1.15,306.15,114,3.15
CCCN1CCN(CC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.29,319.15,118,0.24
CCCN1CCN(C)c2cc3nsnc3c(N(C)C)c21,1.17,291.15,108,2.42
CCCc1c2c(c(C)c3nsnc13)N(CC)CCN2C,1.23,290.16,108,3.23
CCc1c2c(cc3nsnc13)N(CC(C)C)CCN2C(C)C,1.44,318.19,120,3.94
CCN1CCN(CC)c2c1cc1nsnc1c2N(CC)CC,1.04,319.18,120,3.2
CC/[N+](=C(/C)[O-])c1c2c(c(C)c3nsnc13)N(C)CCN2C,1.49,319.15,118,1.33
CCCc1c2c(cc3nsnc13)N(CC(C)C)CCN2CC,1.37,318.19,120,3.95
CCCN1CCN(C)c2c1c(OC)c1nsnc1c2OC,1.32,308.13,114,2.37
CCCN1CCN(C)c2c1cc1nsnc1c2OC(C)=O,1.24,306.12,112,2.28
CC(C)CN1CCN(C(C)C)c2cc3nsnc3cc21,1.14,290.16,108,3.38
CCCOc1c2c(cc3nsnc13)N(C(C)C)CCN2CC,1.13,320.17,120,3.53
Cc1c2c(c(C(C)C)c3nsnc13)N(C)CCN2C,1.45,276.14,102,3.01
CCc1c2c(c(C)c3nsnc13)N(C(C)CC)CCN2C,1.27,304.17,114,3.62
CCCN1CCN(C)c2cc3nsnc3c(N(C)C(C)C)c21,1.25,319.18,120,3.2
CCOCCc1c2c(cc3nsnc13)N(CC)CCN2C,1.31,306.15,114,2.55
C/C([O-])=[N+](\c1c2c(cc3nsnc13)N(C)CCN2C)C(C)C,1.37,319.15,118,1.41
CCN1CCN(C)c2c1cc1nsnc1c2N(C)CCOC,1.31,321.16,120,2.05
CCN1CCN(C(C)C)c2c1cc1nsnc1c2N(C)C,1.22,305.17,114,2.81
CCCN1CCN(CC)c2c1cc1nsnc1c2OC(C)C,1.37,320.17,120,3.53
Cc1c2c(cc3nsnc13)N(CC(C)C)CCN2CC(C)C,0.91,318.19,120,3.94
CCCOc1c2c(c(C)c3nsnc13)N(CC)CCN2C,1.51,306.15,114,3.06
CC(C)Oc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.24,306.15,114,3.14
COc1c2c(c(C)c3nsnc13)N(C(C)C)CCN2C,1.41,292.14,108,2.67
CCC(C)c1c2c(c(OC)c3nsnc13)N(C)CCN2CC,1.34,320.17,120,3.49
CCN1CCN(C)c2c1c(CC(C)C)c1nsnc1c2C,1.26,304.17,114,3.47
CCCc1c2c(cc3nsnc13)N(C(C)C)CCN2CC,1.24,304.17,114,3.7
CCC(C)N1CCN(C(C)CC)c2cc3nsnc3cc21,1.25,304.17,114,3.91
CCOCCN1CCN(CC(C)C)c2cc3nsnc3cc21,1.15,320.17,120,3.01
COc1c2c(c(N(C)C)c3nsnc13)N(C)CCN2C(C)C,1.46,321.16,120,2.43
CCN1CCN(C(C)C)c2c1cc1nsnc1c2CCOC,1.24,320.17,120,2.93
CCOCCN1CCN(C(C)C)c2cc3nsnc3c(C)c21,1.33,320.17,120,3.07
CCN(C)CCc1c2c(cc3nsnc13)N(C)CCN2CC,1.47,319.18,120,2.46
CCOc1c2c(cc3nsnc13)N(CC)CCN2C(C)C,1.2,306.15,114,3.14
CC(C)CN1CCN(C)c2c1cc1nsnc1c2C(C)C,1.27,304.17,114,3.73
CCC(C)N1CCN(CC(C)C)c2cc3nsnc3c(C)c21,1.29,318.19,120,4.08
COCCN1CCN(CC(C)C)c2cc3nsnc3cc21,0.97,306.15,114,2.62
CCCN1CCN(C)c2c1cc1nsnc1c2OC(C)CC,1.25,320.17,120,3.53
CCCCc1c2c(cc3nsnc13)N(C)CCN2CCC,1.46,304.17,114,3.7
CCN1CCN(C)c2c1cc1nsnc1c2CCOC,1.32,292.14,108,2.16
CCN1CCN(C)c2c1c(N(C)C)c1nsnc1c2C,1.3,291.15,108,2.34
CCN1CCN(CC)c2c1c(OC)c1nsnc1c2C(C)C,1.42,320.17,120,3.49
CCC(C)N1CCN(C)c2c1c(C(C)C)c1nsnc1c2C,1.08,318.19,120,4.18
CCN1CCN(CC)c2cc3nsnc3cc21,1.12,248.11,90,2.36
CCC(C)c1c2c(cc3nsnc13)N(C)CCN2CC,1.22,290.16,108,3.48
CCC(C)c1c2c(c(C)c3nsnc13)N(CC)CCN2C,1.33,304.17,114,3.79
CCC(C)N1CCN(CC)c2cc3nsnc3c(N(C)C)c21,1.33,319.18,120,3.2
CCCc1c2c(cc3nsnc13)N(CCOC)CCN2C,1.28,306.15,114,2.55
COc1c2c(c(C(C)C)c3nsnc13)N(C)CCN2C,1.44,292.14,108,2.71
CCN1CCN(C)c2cc3nsnc3c(CCN(C)C)c21,1.51,305.17,114,2.07
CCN1CCN(CC(C)C)c2c1cc1nsnc1c2N(C)C,1.18,319.18,120,3.06
CC(C)c1c2c(cc3nsnc13)N(CCN(C)C)CCN2C,1.51,319.18,120,2.63
CCCN1CCN(CC)c2c1c(CC)c1nsnc1c2C,1.36,304.17,114,3.62
CCC(C)N1CCN(C)c2cc3nsnc3c(N(C)CC)c21,1.23,319.18,120,3.2
CCCN1CCN(C)c2c1cc1nsnc1c2N(C)C,1.2,291.15,108,2.42
CCCOCCN1CCN(CC)c2cc3nsnc3cc21,1.17,306.15,114,2.76
CC(C)N1CCN(C)c2cc3nsnc3c(CCN(C)C)c21,1.29,319.18,120,2.46
CCC(C)c1c2c(cc3nsnc13)N(CC)CCN2CC,1.2,304.17,114,3.87
CCN1CCN(CCN(C)C)c2cc3nsnc3cc21,1.19,291.15,108,1.9
CCCN1CCN(C)c2c1c(C)c1nsnc1c2OCC,1.26,306.15,114,3.06
CCOCCN1CCN(CC)c2cc3nsnc3c(C)c21,1.31,306.15,114,2.68
CCCCc1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.38,306.15,114,2.93
Cc1c2c(c(C)c3nsnc13)N(C)CCN2C,1.33,248.11,90,2.19
COc1c2c(cc3nsnc13)N(C(C)C)CCN2CC(C)C,1.16,320.17,120,3.39
CCCN1CCN(CC)c2cc3nsnc3c(OC(C)C)c21,1.33,320.17,120,3.53
CCCN1CCN(C(C)C)c2c1cc1nsnc1c2N(C)C,1.27,319.18,120,3.2
CCCN1CCN(C)c2cc3nsnc3c(/[NH+]=C(/[O-])CC)c21,1.33,319.15,118,0.24
CCCN(C)CCN1CCN(C)c2cc3nsnc3cc21,1.17,305.17,114,2.29
CCCN1CCN(C)c2cc3nsnc3c(OCC(C)C)c21,1.18,320.17,120,3.39
Cc1c2c(c(N(C)C)c3nsnc13)N(C)CCN2C,1.38,277.14,102,1.95
CCN1CCN(C)c2c1c(/[NH+]=C(\C)[O-])c1nsnc1c2C,1.53,305.13,112,-0.23
COCCN1CCN(C)c2c1cc1nsnc1c2OC,1.28,294.12,108,1.6
CCCN1CCN(C)c2c1c(C(C)C)c1nsnc1c2OC,1.18,320.17,120,3.49
CCC(C)N1CCN(C)c2c1c(C)c1nsnc1c2C(C)C,1.2,318.19,120,4.18
CCCOc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,1.15,320.17,120,3.39
CCC(C)N1CCN(C)c2cc3nsnc3c(C(C)C)c21,1.29,304.17,114,3.87
COCCN1CCN(C)c2c1c(OC)c1nsnc1c2C,1.31,308.13,114,1.91
CCCN1CCN(C)c2c1c(OC(C)C)c1nsnc1c2C,1.21,320.17,120,3.45
CC(C)Oc1c2c(cc3nsnc13)N(C)CCN2C,1.32,278.12,102,2.36
CCN1CCN(C)c2cc3nsnc3c(/[NH+]=C(/[O-])C(C)C)c21,1.13,319.15,118,0.09
CCCN1CCN(C)c2c1cc1nsnc1c2CCOC,1.5,306.15,114,2.55
CCN1CCN(C)c2c1cc1nsnc1c2N(C)CC(C)C,1.2,319.18,120,3.06
C/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.26,319.15,118,1.41
CCc1c2c(c(OC)c3nsnc13)N(C(C)CC)CCN2C,1.35,320.17,120,3.32
CCc1c2c(c(C)c3nsnc13)N(C)CCN2CC(C)C,1.27,304.17,114,3.47
CCCN1CCN(C)c2c1c(C)c1nsnc1c2OC,1.45,292.14,108,2.67
CCCc1c2c(c(C(C)CC)c3nsnc13)N(C)CCN2C,1.42,318.19,120,4.04
CCN1CCN(C(C)C)c2c1cc1nsnc1c2C,1.15,276.14,102,3.05
CCC(C)c1c2c(c(C)c3nsnc13)N(CC)CCN2CC,1.32,318.19,120,4.18
CCc1c2c(c(C)c3nsnc13)N(CC)CCN2C(C)C,1.28,304.17,114,3.62
CCOc1c2c(c(N(C)C)c3nsnc13)N(C)CCN2C,1.4,307.15,114,2.04
CCCN1CCN(C)c2c1c(CC)c1nsnc1c2OCC,1.37,320.17,120,3.32
COCCc1c2c(cc3nsnc13)N(C)CCN2C,1.28,278.12,102,1.77
CCC(C)c1c2c(cc3nsnc13)N(C(C)CC)CCN2C,1.19,318.19,120,4.26
Cc1c2c(cc3nsnc13)N(CCOC(C)C)CCN2C,1.34,306.15,114,2.68
COCCc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.34,306.15,114,2.54
CC(=O)Oc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.39,306.12,112,2.28
CCCN(CC)c1c2c(cc3nsnc13)N(C)CCN2C,1.31,305.17,114,2.81
CCc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,1.16,290.16,108,3.17
CCOc1c2c(cc3nsnc13)N(CC)CCN2CC(C)C,1.32,320.17,120,3.39
CCOc1c2c(c(C)c3nsnc13)N(CC(C)C)CCN2C,1.19,320.17,120,3.31
CCc1c2c(c(CC(C)C)c3nsnc13)N(C)CCN2CC,1.31,318.19,120,3.73
CCN1CCN(CC)c2c1cc1nsnc1c2/[N+](C)=C(\C)[O-],1.37,319.15,118,1.41
COc1c2c(cc3nsnc13)N(CC(C)C)CCN2C(C)C,1.33,320.17,120,3.39
CCCN1CCN(CC)c2c1cc1nsnc1c2CC(C)C,1.11,318.19,120,3.95
CCCN1CCN(CC)c2c1c(OC)c1nsnc1c2C,1.38,306.15,114,3.06
CCCN1CCN(CCOC)c2cc3nsnc3cc21,1.04,292.14,108,2.37
CCN(C)CCN1CCN(CC)c2c1cc1nsnc1c2C,1.19,319.18,120,2.6
COc1c2c(c(C)c3nsnc13)N(CC(C)C)CCN2C,1.26,306.15,114,2.92
CCCc1c2c(cc3nsnc13)N(CCN(C)C)CCN2C,1.22,319.18,120,2.46
CCCN1CCN(CCN(C)C)c2c1cc1nsnc1c2C,1.07,319.18,120,2.6
CCCCc1c2c(c(OCC)c3nsnc13)N(C)CCN2C,1.29,320.17,120,3.32
CCOc1c2c(cc3nsnc13)N(CC(C)C)CCN2C,1.2,306.15,114,3.0
CCCN1CCN(C)c2c1cc1nsnc1c2N(C)C(C)C,1.08,319.18,120,3.2
CCC(C)c1c2c(cc3nsnc13)N(CC(C)C)CCN2C,1.12,318.19,120,4.12
CCCN1CCN(CCN(C)CC)c2cc3nsnc3cc21,1.17,319.18,120,2.68
CCCc1c2c(c(OC)c3nsnc13)N(C)CCN2C(C)C,1.25,320.17,120,3.32
CCC(C)Oc1c2c(c(C)c3nsnc13)N(C)CCN2C,1.33,306.15,114,3.06
CCCN1CCN(C(C)C)c2c1cc1nsnc1c2OCC,1.21,320.17,120,3.53
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.24,305.13,112,-0.15
CC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C)CCN2CC,1.43,319.15,118,0.16
CCCc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,1.32,304.17,114,3.56
CCC(C)N1CCN(C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.68,319.15,118,0.24
CC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(C)CCN2CC,1.35,319.15,118,1.41
COc1c2c(c(CC(C)C)c3nsnc13)N(C)CCN2C,1.28,306.15,114,2.78
CCN1CCN(C)c2c1cc1nsnc1c2N(CC)C(C)C,1.18,319.18,120,3.2
COc1c2c(c(OC)c3nsnc13)N(C(C)C)CCN2C,1.35,308.13,114,2.37
CCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2CC,1.43,319.15,118,0.24
CCCc1c2c(c(C)c3nsnc13)N(C)CCN2CC,1.36,290.16,108,3.23
CC(C)COCCc1c2c(cc3nsnc13)N(C)CCN2C,1.16,320.17,120,2.79
CCCOc1c2c(cc3nsnc13)N(C)CCN2CCC,1.42,306.15,114,3.15
COCCOCCN1CCN(C)c2cc3nsnc3cc21,1.26,308.13,114,1.61
CCN1CCN(C)c2c1cc1nsnc1c2C,1.28,248.11,90,2.28
CCc1c2c(c(OC)c3nsnc13)N(C(C)C)CCN2C,1.31,306.15,114,2.93
CCC(C)c1c2c(c(C)c3nsnc13)N(C)CCN2CC,1.42,304.17,114,3.79
CCN1CCN(C)c2c1cc1nsnc1c2C(C)C,1.33,276.14,102,3.09
CCCN1CCN(C)c2cc3nsnc3c(OCC)c21,1.13,292.14,108,2.76
CCN(C)c1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.26,307.15,114,2.04
CCCc1c2c(c(C)c3nsnc13)N(C)CCN2C,1.38,276.14,102,2.84
CCc1c2c(cc3nsnc13)N(CCN(C)CC)CCN2C,1.28,319.18,120,2.46
CCC(C)N1CCN(C)c2c1cc1nsnc1c2OC(C)C,1.42,320.17,120,3.53
CCC(C)N1CCN(CC(C)C)c2c1cc1nsnc1c2C,1.26,318.19,120,4.08
CCCCOc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.45,320.17,120,3.53
CCOc1c2c(c(C)c3nsnc13)N(C)CCN2C,1.39,278.12,102,2.28
CCc1c2c(cc3nsnc13)N(C(C)CC)CCN2C(C)C,1.36,318.19,120,4.09
CCN1CCN(CC(C)C)c2cc3nsnc3c(OC)c21,1.21,306.15,114,3.0
CCC(C)c1c2c(cc3nsnc13)N(CC)CCN2C(C)C,1.34,318.19,120,4.26
CCCCc1c2c(cc3nsnc13)N(C)CCN2C(C)CC,1.43,318.19,120,4.09
CCC(C)c1c2c(c(OC)c3nsnc13)N(CC)CCN2C,1.58,320.17,120,3.49
CCCOc1c2c(cc3nsnc13)N(CCC)CCN2C,1.29,306.15,114,3.15
CCC(C)c1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.27,304.17,114,3.87
CCN(CC(C)C)c1c2c(cc3nsnc13)N(C)CCN2C,1.25,319.18,120,3.06
CCCN1CCN(C)c2c1cc1nsnc1c2C(C)CC,1.21,304.17,114,3.87
CCCN1CCN(CC)c2c1cc1nsnc1c2C(C)CC,1.21,318.19,120,4.26
CCN(C)c1c2c(c(C)c3nsnc13)N(C)CCN2C,1.39,291.15,108,2.34
COCCc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.26,306.15,114,2.54
CCCOCCc1c2c(cc3nsnc13)N(C)CCN2C,1.28,306.15,114,2.55
CCC(C)N1CCN(C(C)C)c2cc3nsnc3cc21,1.23,290.16,108,3.52
Cc1c2c(cc3nsnc13)N(CC(C)C)CCN2C,1.21,276.14,102,2.91
CCN1CCN(C)c2c1cc1nsnc1c2N(C)C(C)C,1.16,305.17,114,2.81
CCC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)N(C)CCN2C,1.38,319.15,118,1.41
CCC(C)Oc1c2c(cc3nsnc13)N(C)CCN2CC,1.17,306.15,114,3.14
CCCCc1c2c(c(OC)c3nsnc13)N(CC)CCN2C,1.44,320.17,120,3.32
CCC(C)N1CCN(CC)c2c1cc1nsnc1c2OC,1.28,306.15,114,3.14
CCc1c2c(cc3nsnc13)N(CCOC)CCN2CC,1.29,306.15,114,2.55
CCc1c2c(c(OC(C)CC)c3nsnc13)N(C)CCN2C,1.53,320.17,120,3.32
CCCN1CCN(C)c2cc3nsnc3c(C(C)C)c21,1.15,290.16,108,3.48
CCC(C)N(C)c1c2c(cc3nsnc13)N(C)CCN2CC,1.25,319.18,120,3.2
CCCCc1c2c(c(C)c3nsnc13)N(CC)CCN2CC,1.27,318.19,120,4.01
CCCc1c2c(cc3nsnc13)N(CC(C)C)CCN2C,1.17,304.17,114,3.56
CCCN(CC)c1c2c(cc3nsnc13)N(CC)CCN2C,1.14,319.18,120,3.2
CCCOc1c2c(cc3nsnc13)N(CC)CCN2CC,1.23,306.15,114,3.15
CCc1c2c(c(OC(C)C)c3nsnc13)N(C)CCN2C,1.35,306.15,114,2.93
CCCN1CCN(C)c2cc3nsnc3c(OC(C)CC)c21,1.32,320.17,120,3.53
CCN1CCN(C)c2cc3nsnc3c(N(C)C(C)C)c21,1.28,305.17,114,2.81
CCN1CCN(C)c2cc3nsnc3c(CC(C)C)c21,1.19,290.16,108,3.17
CCC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C)CCN2C,1.21,319.15,118,0.16
COc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,1.21,292.14,108,2.61
CCCN1CCN(C)c2c1c(C)c1nsnc1c2C(C)CC,1.53,318.19,120,4.18
CCN(CC)c1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.17,319.18,120,3.2
CCc1c2c(c(C(C)C)c3nsnc13)N(C(C)C)CCN2C,1.47,318.19,120,4.04
CCCN1CCN(CC)c2c1cc1nsnc1c2OC,1.35,292.14,108,2.76
CCC(C)N1CCN(CC)c2c1cc1nsnc1c2C(C)C,1.5,318.19,120,4.26
CCCN(CC)c1c2c(c(C)c3nsnc13)N(C)CCN2C,1.52,319.18,120,3.12
Cc1c2c(cc3nsnc13)N(C(C)C)CCN2CCN(C)C,1.31,319.18,120,2.6
CCCN1CCN(C)c2cc3nsnc3c(OC(C)=O)c21,1.44,306.12,112,2.28
CCOc1c2c(c(OC)c3nsnc13)N(CC)CCN2C,1.49,308.13,114,2.37
CCC(C)c1c2c(cc3nsnc13)N(C)CCN2C(C)CC,1.23,318.19,120,4.26
COCCN1CCN(C)c2c1cc1nsnc1c2CC(C)C,1.29,320.17,120,2.79
CCOCCN1CCN(C)c2c1cc1nsnc1c2C,1.24,292.14,108,2.29
CCCc1c2c(c(CC)c3nsnc13)N(C)CCN2CC,1.2,304.17,114,3.48
CCN1CCN(C(C)C)c2c1cc1nsnc1c2OC,1.3,292.14,108,2.75
COc1c2c(c(OC(C)=O)c3nsnc13)N(C)CCN2C,1.55,308.09,112,1.51
COCCN(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.26,307.15,114,1.66
CCN1CCN(C)c2c1cc1nsnc1c2OC,1.27,264.1,96,1.98
CCOc1c2c(c(CC)c3nsnc13)N(C)CCN2C,1.38,292.14,108,2.54
CCCOCCN1CCN(CCC)c2cc3nsnc3cc21,1.23,320.17,120,3.15
CCOc1c2c(c(C(C)C)c3nsnc13)N(C)CCN2CC,1.24,320.17,120,3.49
COc1c2c(c(C)c3nsnc13)N(C)CCN2CC(C)C,1.22,306.15,114,2.92
CCOCCN1CCN(C)c2c1cc1nsnc1c2N(C)C,1.18,321.16,120,2.05
CCCN1CCN(CC(C)C)c2c1c(C)c1nsnc1c2C,1.25,318.19,120,4.0
CCCN1CCN(C)c2c1c(C)c1nsnc1c2/[NH+]=C(\C)[O-],1.31,319.15,118,0.16
CCCN1CCN(CCC)c2c1c(C)c1nsnc1c2CC,1.25,318.19,120,4.01
CCCN(C)c1c2c(cc3nsnc13)N(CC)CCN2CC,1.07,319.18,120,3.2
CCc1c2c(cc3nsnc13)N(CCOC(C)C)CCN2C,1.31,320.17,120,2.93
CCCN(C)c1c2c(cc3nsnc13)N(C)CCN2CCC,1.18,319.18,120,3.2
CC(=O)Oc1c2c(cc3nsnc13)N(C)CCN2C,1.38,278.08,100,1.5
CCCN1CCN(CC(C)C)c2c1cc1nsnc1c2C,1.0,304.17,114,3.69
CCCCc1c2c(cc3nsnc13)N(CCC)CCN2CC,1.24,318.19,120,4.09
CCCN(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.25,291.15,108,2.42
CCN1CCN(C)c2cc3nsnc3c(N(CC)C(C)C)c21,1.14,319.18,120,3.2
CCc1c2c(c(CC)c3nsnc13)N(CC)CCN2C,1.33,290.16,108,3.09
CCCN1CCN(C)c2cc3nsnc3c(CC(C)C)c21,1.06,304.17,114,3.56
CCC(C)Oc1c2c(c(C)c3nsnc13)N(CC)CCN2C,1.32,320.17,120,3.45
CC(C)Cc1c2c(cc3nsnc13)N(C)CCN2C,1.11,276.14,102,2.78
CCN(C)c1c2c(cc3nsnc13)N(C(C)C)CCN2CC,1.02,319.18,120,3.2
CC(C)Cc1c2c(cc3nsnc13)N(CC(C)C)CCN2C,1.36,318.19,120,3.8
CCN1CCN(C)c2c1c(OC(C)C)c1nsnc1c2C,1.42,306.15,114,3.06
CCN(C)c1c2c(cc3nsnc13)N(CC)CCN2C(C)C,1.03,319.18,120,3.2
CCN1CCN(C)c2cc3nsnc3c(N(C)CC(C)C)c21,1.31,319.18,120,3.06
CCCCc1c2c(c(C)c3nsnc13)N(CCC)CCN2C,1.23,318.19,120,4.01
CCCc1c2c(cc3nsnc13)N(C)CCN2CCOC,1.29,306.15,114,2.55
CCN(C)CCN1CCN(C)c2c1cc1nsnc1c2OC,1.3,321.16,120,1.91
CCC(C)N1CCN(C)c2cc3nsnc3c(OC(C)C)c21,1.35,320.17,120,3.53
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2CC(C)C,1.34,319.15,118,0.09
CCc1c2c(cc3nsnc13)N(C(C)C)CCN2CCOC,1.34,320.17,120,2.93
CCc1c2c(c(C(C)CC)c3nsnc13)N(C)CCN2C,1.29,304.17,114,3.65
COCCc1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.42,308.13,114,1.77
CCC(C)N1CCN(CC)c2cc3nsnc3c(C(C)C)c21,1.16,318.19,120,4.26
CCc1c2c(c(CC)c3nsnc13)N(C(C)C)CCN2C,1.27,304.17,114,3.48
CCOCCN1CCN(C)c2cc3nsnc3c(C(C)C)c21,1.25,320.17,120,3.11
CCc1c2c(c(C)c3nsnc13)N(C)CCN2C(C)CC,1.41,304.17,114,3.62
CN(C)CCOCCN1CCN(C)c2cc3nsnc3cc21,1.22,321.16,120,1.53
CCCN(C)c1c2c(c(C)c3nsnc13)N(CC)CCN2C,1.14,319.18,120,3.12
CCCCc1c2c(cc3nsnc13)N(CC(C)C)CCN2C,1.12,318.19,120,3.95
COc1c2c(c(N(C)C(C)C)c3nsnc13)N(C)CCN2C,1.22,321.16,120,2.43
COc1c2c(cc3nsnc13)N(C)CCN2CCN(C)C,1.29,307.15,114,1.52
CCN1CCN(C)c2c1c(/[N+](C)=C(\C)[O-])c1nsnc1c2C,1.37,319.15,118,1.33
CCOc1c2c(cc3nsnc13)N(CC(C)C)CCN2CC,1.23,320.17,120,3.39
CCOc1c2c(cc3nsnc13)N(CC)CCN2C,1.24,278.12,102,2.37
CC(C)OCCN1CCN(C)c2cc3nsnc3cc21,1.18,292.14,108,2.37
CCc1c2c(c(C(C)CC)c3nsnc13)N(CC)CCN2C,1.2,318.19,120,4.04
CCCc1c2c(c(CC)c3nsnc13)N(CCC)CCN2C,1.36,318.19,120,3.87
CCOc1c2c(c(C)c3nsnc13)N(C(C)C)CCN2C,1.4,306.15,114,3.06
CCN1CCN(C)c2c1c(CC(C)C)c1nsnc1c2OC,1.27,320.17,120,3.17
CCOc1c2c(c(C)c3nsnc13)N(C(C)CC)CCN2C,1.35,320.17,120,3.45
CCN1CCN(CC)c2c1cc1nsnc1c2CC(C)C,1.29,304.17,114,3.56
CC(C)N1CCN(C)c2cc3nsnc3cc21,1.04,248.11,90,2.36
COCCN1CCN(C)c2c1c(C(C)C)c1nsnc1c2C,1.32,320.17,120,3.03
CCC(=O)Oc1c2c(cc3nsnc13)N(CC)CCN2C,1.2,306.12,112,2.28
CCC(C)N1CCN(CCOC)c2cc3nsnc3c(C)c21,1.11,320.17,120,3.07
COc1c2c(c(N(C)C)c3nsnc13)N(C)CCN2C,1.23,293.13,108,1.65
CCC(C)N(C)CCN1CCN(C)c2cc3nsnc3cc21,0.97,319.18,120,2.68
CCN1CCN(C)c2c1c(N(C)C)c1nsnc1c2C(C)C,1.2,319.18,120,3.16
COc1c2c(c(C(C)C)c3nsnc13)N(C)CCN2C(C)C,1.44,320.17,120,3.49
CCC(C)N1CCN(CC)c2cc3nsnc3cc21,1.16,276.14,102,3.14
CCC(C)N1CCN(CCN(C)C)c2cc3nsnc3cc21,1.07,319.18,120,2.68
CCCCOCCN1CCN(C)c2cc3nsnc3cc21,1.12,306.15,114,2.76
CCc1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.48,278.12,102,2.15
CCc1c2c(c(C(C)CC)c3nsnc13)N(C)CCN2CC,1.47,318.19,120,4.04
CCc1c2c(c(OC)c3nsnc13)N(C)CCN2C(C)CC,1.31,320.17,120,3.32
CCCN1CCN(C(C)C)c2c1c(CC)c1nsnc1c2C,1.26,318.19,120,4.01
CCCc1c2c(c(CC)c3nsnc13)N(CC)CCN2C,1.44,304.17,114,3.48
CCc1c2c(c(OC(C)=O)c3nsnc13)N(C)CCN2C,1.51,306.12,112,2.06
CCCc1c2c(cc3nsnc13)N(CC)CCN2CC(C)C,1.11,318.19,120,3.95
CCCN1CCN(C(C)C)c2cc3nsnc3c(OCC)c21,1.3,320.17,120,3.53
CCN1CCN(C(C)C)c2cc3nsnc3c(C(C)C)c21,1.3,304.17,114,3.87
COCCN1CCN(C(C)C)c2cc3nsnc3cc21,1.13,292.14,108,2.37
CCC(C)N1CCN(C)c2c1cc1nsnc1c2CCOC,1.39,320.17,120,2.93
CCCN1CCN(CCN(C)C)c2cc3nsnc3c(C)c21,1.29,319.18,120,2.6
CCCOc1c2c(c(CC)c3nsnc13)N(C)CCN2C,1.37,306.15,114,2.93
CCN1CCN(CC)c2c1c(C)c1nsnc1c2C,1.26,276.14,102,2.97
CCC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(C)CCN2C,1.46,319.15,118,1.41
CCN1CCN(C(C)C)c2cc3nsnc3c(CCOC)c21,1.28,320.17,120,2.93
